Title,Date,Text,Text_diff_new,Text_diff_old
20_Artikel17,01-07-2021,"['Artikel 17', 'Toon relaties in LiDO', 'voor: Artikel 17', 'Maak een permanente link', 'van: Artikel 17', 'Toon wetstechnische informatie', 'van: Artikel 17', 'Vergelijk met een andere versie', 'van: Artikel 17', 'Druk het regelingonderdeel af', 'Artikel 17', 'Sla het regelingonderdeel op', 'Artikel 17', 'Bestuurders die willen afslaan, mogen voorsorteren door:', 'a.', 'indien zij naar rechts willen afslaan tijdig zoveel mogelijk aan de rechterzijde te gaan rijden;', 'b.', 'indien zij naar links willen afslaan tijdig zoveel mogelijk tegen de wegas te rijden of bij rijbanen bestemd voor bestuurders in één richting daarop zoveel mogelijk links te houden.', 'Bestuurders moeten alvorens af te slaan een teken met hun richtingaanwijzer of met hun arm geven.']",,
21_Artikel18,01-07-2021,"['Artikel 18', 'Toon relaties in LiDO', 'voor: Artikel 18', 'Maak een permanente link', 'van: Artikel 18', 'Toon wetstechnische informatie', 'van: Artikel 18', 'Vergelijk met een andere versie', 'van: Artikel 18', 'Druk het regelingonderdeel af', 'Artikel 18', 'Sla het regelingonderdeel op', 'Artikel 18', 'Bestuurders die afslaan, moeten het verkeer dat hen op dezelfde weg tegemoet komt of dat op dezelfde weg zich naast dan wel links of rechts dicht achter hen bevindt, voor laten gaan.', 'Bestuurders die naar links afslaan, moeten tegemoetkomende bestuurders die op hetzelfde kruispunt naar rechts afslaan voor laten gaan.', 'Het eerste en het tweede lid gelden niet voor bestuurders van een tram.']",,
22_Artikel19,01-07-2021,"['Artikel 19', 'Toon relaties in LiDO', 'voor: Artikel 19', 'Maak een permanente link', 'van: Artikel 19', 'Toon wetstechnische informatie', 'van: Artikel 19', 'Vergelijk met een andere versie', 'van: Artikel 19', 'Druk het regelingonderdeel af', 'Artikel 19', 'Sla het regelingonderdeel op', 'Artikel 19', 'De bestuurder moet in staat zijn zijn voertuig tot stilstand te brengen binnen de afstand waarover hij de weg kan overzien en waarover deze vrij is.']",,
23_Artikel20,01-07-2021,"['Artikel 20', 'Toon relaties in LiDO', 'voor: Artikel 20', 'Maak een permanente link', 'van: Artikel 20', 'Toon wetstechnische informatie', 'van: Artikel 20', 'Vergelijk met een andere versie', 'van: Artikel 20', 'Druk het regelingonderdeel af', 'Artikel 20', 'Sla het regelingonderdeel op', 'Artikel 20', 'Binnen de bebouwde kom gelden de volgende maximumsnelheden:', 'a.', 'voor motorvoertuigen 50 km per uur;', 'b.', 'voor bromfietsen en gehandicaptenvoertuigen, uitgerust met een motor:', '1.', 'op het fiets/bromfietspad 30 km per uur;', '2.', 'op de rijbaan 45 km per uur;', '3.', 'op het fietspad, voor de hier bedoelde gehandicaptenvoertuigen, 30\xa0km per uur;', 'c.', 'voor gehandicaptenvoertuigen, uitgerust met een motor, en snorfietsen als bedoeld in', 'artikel 1, eerste lid, onderdeel e, subonderdeel d, van de wet', 'op het trottoir of het voetpad 6 km per uur.']",,
24_Artikel21,01-07-2021,"['Artikel 21', 'Toon relaties in LiDO', 'voor: Artikel 21', 'Maak een permanente link', 'van: Artikel 21', 'Toon wetstechnische informatie', 'van: Artikel 21', 'Vergelijk met een andere versie', 'van: Artikel 21', 'Druk het regelingonderdeel af', 'Artikel 21', 'Sla het regelingonderdeel op', 'Artikel 21', 'Buiten de bebouwde kom gelden de volgende maximumsnelheden:', 'a.', 'voor motorvoertuigen op autosnelwegen 130 km per uur, op autowegen 100 km per uur en op andere wegen 80 km per uur;', 'b.', 'voor bromfietsen en gehandicaptenvoertuigen, uitgerust met een motor:', '1.', 'op het fiets/bromfietspad 40 km per uur;', '2.', 'op de rijbaan 45 km per uur;', '3.', 'op het fietspad, voor de hier bedoelde gehandicaptenvoertuigen, 40\xa0km per uur;', 'c.', 'voor gehandicaptenvoertuigen, uitgerust met een motor, en snorfietsen als bedoeld in', 'artikel 1, eerste lid, onderdeel e, subonderdeel d, van de wet', 'op het trottoir of het voetpad 6 km per uur.']",,
25_Artikel22,01-07-2021,"['Artikel 22', 'Toon relaties in LiDO', 'voor: Artikel 22', 'Maak een permanente link', 'van: Artikel 22', 'Toon wetstechnische informatie', 'van: Artikel 22', 'Vergelijk met een andere versie', 'van: Artikel 22', 'Druk het regelingonderdeel af', 'Artikel 22', 'Sla het regelingonderdeel op', 'Artikel 22', 'Voor zover niet ingevolge andere artikelen van dit besluit een lagere maximumsnelheid geldt, gelden voor de volgende voertuigen de volgende bijzondere maximumsnelheden:', 'a.', 'voor kampeerwagens die volgens het kentekenbewijs behoren tot de categorie bedrijfsauto’s en waarvan de toegestane maximummassa meer bedraagt dan 3500 kg, vrachtauto’s en autobussen, niet zijnde T100-bussen, 80 km per uur;', 'b.', 'voor T100-bussen 100 km per uur;', 'c.', 'voor brommobielen 45 km per uur;', 'd.', 'voor snorfietsen 25 km per uur;', 'e.', 'voor personenauto’s, bestelauto’s, motorfietsen, driewielige motorvoertuigen en T100-bussen, die een aanhangwagen met een toegestane maximummassa van niet meer dan 3500 kg voortbewegen, 90 km per uur;', 'f.', 'voor andere dan de in onderdeel\xa0e genoemde motorvoertuigen met aanhangwagen 80 km per uur.']",,
26_Artikel22a,01-07-2021,"['Artikel 22a', 'Toon relaties in LiDO', 'voor: Artikel 22a', 'Maak een permanente link', 'van: Artikel 22a', 'Toon wetstechnische informatie', 'van: Artikel 22a', 'Vergelijk met een andere versie', 'van: Artikel 22a', 'Druk het regelingonderdeel af', 'Artikel 22a', 'Sla het regelingonderdeel op', 'Artikel 22a', 'Voor zover niet ingevolge andere artikelen van dit besluit een lagere maximumsnelheid geldt, geldt als maximumsnelheid voor landbouw- en bosbouwtrekkers, motorrijtuigen met beperkte snelheid en mobiele machines, al dan niet met aanhangwagen: 25 km per uur.', 'In afwijking van het eerste lid geldt, voor zover niet ingevolge andere artikelen van dit besluit een lagere maximumsnelheid geldt, als maximumsnelheid voor landbouw- en bosbouwtrekkers, motorrijtuigen met beperkte snelheid en mobiele machines, al dan niet met aanhangwagen, op wegen:', 'a.', 'buiten de bebouwde kom; en', 'b.', 'binnen de bebouwde kom:', '1°.', 'die zijn voorzien van een vrijliggend fietspad of fiets/bromfietspad;', '2°.', 'die gesloten zijn voor fietsers; of', '3°.', 'waar een maximumsnelheid van 70 km per uur geldt:', '40 km per uur.']",,
27_Artikel23,01-07-2021,"['Artikel 23', 'Toon relaties in LiDO', 'voor: Artikel 23', 'Maak een permanente link', 'van: Artikel 23', 'Toon wetstechnische informatie', 'van: Artikel 23', 'Vergelijk met een andere versie', 'van: Artikel 23', 'Druk het regelingonderdeel af', 'Artikel 23', 'Sla het regelingonderdeel op', 'Artikel 23', 'De bestuurder mag zijn voertuig niet laten stilstaan:', 'a.', 'op een kruispunt of een overweg;', 'b.', 'op een fietsstrook of op de rijbaan langs een fietsstrook;', 'c.', 'op een oversteekplaats of binnen een afstand van vijf meter daarvan;', 'd.', 'in een tunnel;', 'e.', 'bij een bord bushalte ter hoogte van de geblokte markering dan wel, ingeval die markering niet is aangebracht, op een afstand van minder dan 12 meter van het bord;', 'f.', 'op de rijbaan langs een busstrook en', 'g.', 'langs een gele doorgetrokken streep.', 'Onderdeel', 'van het eerste lid geldt niet voor het onmiddellijk laten in- en uitstappen van passagiers.']",,
28_Artikel24,01-07-2021,"['Artikel 24', 'Toon relaties in LiDO', 'voor: Artikel 24', 'Maak een permanente link', 'van: Artikel 24', 'Toon wetstechnische informatie', 'van: Artikel 24', 'Vergelijk met een andere versie', 'van: Artikel 24', 'Druk het regelingonderdeel af', 'Artikel 24', 'Sla het regelingonderdeel op', 'Artikel 24', 'De bestuurder mag zijn voertuig niet parkeren:', 'a.', 'bij een kruispunt op een afstand van minder dan vijf meter daarvan;', 'b.', 'voor een inrit of een uitrit;', 'c.', 'buiten de bebouwde kom op de rijbaan van een voorrangsweg;', 'd.', 'op een parkeergelegenheid:', '1°.', 'voor zover zijn voertuig niet behoort tot de op het bord of op het onderbord aangegeven voertuigcategorie of groep voertuigen;', '2°.', 'op een andere wijze of met een ander doel dan op het bord of op het onderbord is aangegeven;', '3°.', 'op dagen of uren waarop dit blijkens het onderbord is verboden;', 'e.', 'langs een gele onderbroken streep;', 'f.', 'op een gelegenheid bestemd voor het onmiddellijk laden en lossen van goederen;', 'g.', 'op een parkeerplaats voor vergunninghouders, aangeduid door verkeersbord E9 van', 'bijlage I', ', indien voor zijn voertuig geen vergunning tot parkeren op die plaats is verleend.', 'Indien onder de verkeersborden E4 tot en met E8, E12 en E13 van', 'bijlage 1', ', op een onderbord dagen of uren zijn vermeld, gelden de uit het bord of onderbord voortvloeiende geboden of verboden slechts gedurende de aangegeven dagen of uren.', 'De bestuurder mag zijn voertuig niet dubbel parkeren.', 'Indien een parkeergelegenheid, aangeduid met een van de verkeersborden E4 tot en met E10, E12 of E13 van', 'bijlage 1', ', is voorzien van parkeervakken, mag slechts in die vakken worden geparkeerd.']",,
29_Artikel25,01-07-2021,"['Artikel 25', 'Toon relaties in LiDO', 'voor: Artikel 25', 'Maak een permanente link', 'van: Artikel 25', 'Toon wetstechnische informatie', 'van: Artikel 25', 'Vergelijk met een andere versie', 'van: Artikel 25', 'Druk het regelingonderdeel af', 'Artikel 25', 'Sla het regelingonderdeel op', 'Artikel 25', 'Het is verboden in een parkeerschijf-zone te parkeren, behalve op parkeerplaatsen die als zodanig zijn aangeduid of aangegeven of plaatsen die zijn voorzien van een blauwe streep.', 'Op plaatsen die zijn voorzien van een blauwe streep is het parkeren van een motorvoertuig op meer dan twee wielen slechts toegestaan indien het motorvoertuig is voorzien van een duidelijk zichtbare parkeerschijf. Indien het motorvoertuig is voorzien van een voorruit, wordt de parkeerschijf achter de voorruit geplaatst.', 'Op de parkeerschijf staat aan de getoonde zijde slechts één cijferreeks, die een aanduiding geeft van de kalenderuren, en die vanaf het begin van het parkeren in duidelijk leesbare cijfers tegen een contrasterende achtergrond in hele of halve uren het tijdstip weergeeft waarop met het parkeren is begonnen. Een parkeerschijf voorzien van een mechanisme dat tijdens het parkeren het tijdstip van aankomst automatisch verschuift, mag niet worden gebruikt.', 'Bij het instellen mag het tijdstip van aankomst naar boven worden afgerond op het eerstvolgende hele of halve uur. De toegestane parkeerduur mag niet zijn verstreken.', 'Indien op een onderbord dagen of uren zijn vermeld, gelden het tweede tot en met het vierde lid slechts gedurende die dagen of uren.']",,
30_Artikel26,01-07-2021,"['Artikel 26', 'Toon relaties in LiDO', 'voor: Artikel 26', 'Maak een permanente link', 'van: Artikel 26', 'Toon wetstechnische informatie', 'van: Artikel 26', 'Vergelijk met een andere versie', 'van: Artikel 26', 'Druk het regelingonderdeel af', 'Artikel 26', 'Sla het regelingonderdeel op', 'Artikel 26', 'Op een gehandicaptenparkeerplaats mag slechts worden geparkeerd:', 'a.', 'een gehandicaptenvoertuig, indien het parkeren rechtstreeks verband houdt met het vervoer van een gehandicapte;', 'b.', 'een motorvoertuig op meer dan twee wielen waarin een geldige gehandicaptenparkeerkaart duidelijk zichtbaar is aangebracht, indien het parkeren rechtstreeks verband houdt met het vervoer van de gehandicapte aan wie de kaart is verstrekt, dan wel met het vervoer van een of meerdere personen die in een instelling verblijven, indien de kaart aan het bestuur van die instelling is verstrekt; of', 'c.', 'indien de gehandicaptenparkeerplaats is gereserveerd voor een bepaald voertuig, dat voertuig.', 'Indien op een onderbord een maximale parkeerduur is vermeld, is', 'artikel 25, tweede lid', ', van overeenkomstige toepassing, met dien verstande dat de parkeerplaats niet hoeft te zijn voorzien van een blauwe streep.']",,
31_Artikel27,01-07-2021,"['Artikel 27', 'Toon relaties in LiDO', 'voor: Artikel 27', 'Maak een permanente link', 'van: Artikel 27', 'Toon wetstechnische informatie', 'van: Artikel 27', 'Vergelijk met een andere versie', 'van: Artikel 27', 'Druk het regelingonderdeel af', 'Artikel 27', 'Sla het regelingonderdeel op', 'Artikel 27', 'Fietsen en bromfietsen worden geplaatst op het trottoir, op het voetpad of in de berm dan wel op andere door het bevoegde gezag aangewezen plaatsen.']",,
32_Artikel28,01-07-2021,"['Artikel 28', 'Toon relaties in LiDO', 'voor: Artikel 28', 'Maak een permanente link', 'van: Artikel 28', 'Toon wetstechnische informatie', 'van: Artikel 28', 'Vergelijk met een andere versie', 'van: Artikel 28', 'Druk het regelingonderdeel af', 'Artikel 28', 'Sla het regelingonderdeel op', 'Artikel 28', 'Bestuurders mogen slechts geluidssignalen en knippersignalen geven ter afwending van dreigend gevaar.']",,
33_Artikel29,01-07-2021,"['Artikel 29', 'Toon relaties in LiDO', 'voor: Artikel 29', 'Maak een permanente link', 'van: Artikel 29', 'Toon wetstechnische informatie', 'van: Artikel 29', 'Vergelijk met een andere versie', 'van: Artikel 29', 'Druk het regelingonderdeel af', 'Artikel 29', 'Sla het regelingonderdeel op', 'Artikel 29', 'Bestuurders van motorvoertuigen in gebruik bij politie en brandweer, motorvoertuigen in gebruik bij diensten voor spoedeisende medische hulpverlening, en motorvoertuigen van andere door Onze Minister aangewezen hulpverleningsdiensten voeren blauw zwaai-, flits- of knipperlicht en een tweetonige hoorn om kenbaar te maken dat zij een dringende taak vervullen.', 'De in het eerste lid genoemde bestuurders mogen aanvullend op de in dat lid bedoelde verlichting overdag knipperende koplampen voeren.', 'Bij ministeriële regeling kunnen voorschriften worden vastgesteld betreffende het blauwe zwaai-, flits- of knipperlicht, de tweetonige hoorn en de knipperende koplampen.']",,
34_Artikel30,01-07-2021,"['Artikel 30', 'Toon relaties in LiDO', 'voor: Artikel 30', 'Maak een permanente link', 'van: Artikel 30', 'Toon wetstechnische informatie', 'van: Artikel 30', 'Vergelijk met een andere versie', 'van: Artikel 30', 'Druk het regelingonderdeel af', 'Artikel 30', 'Sla het regelingonderdeel op', 'Artikel 30', 'Bestuurders van motorvoertuigen die voor nader aan te geven werkzaamheden worden gebruikt, voeren onder nader aan te geven omstandigheden geel of groen zwaai-, flits- of knipperlicht. De in', 'artikel 29, eerste lid', ', genoemde bestuurders voeren in die gevallen geel of groen zwaai-, flits- of knipperlicht in plaats van blauw zwaai-, flits- of knipperlicht. De bestuurder van het motorvoertuig die als eerste of enige de plek bereikt om de daar aan hem opgedragen taak uit te voeren, mag in plaats van dat licht, blauw zwaai-, flits- of knipperlicht voeren.', 'Bij ministeriële regeling worden voorschriften vastgesteld betreffende het geel of groen zwaai-, flits- of knipperlicht en de werkzaamheden en omstandigheden waarbij deze signalen worden gevoerd.']",,
35_Artikel30a,01-07-2021,"['Artikel 30a', 'Toon relaties in LiDO', 'voor: Artikel 30a', 'Maak een permanente link', 'van: Artikel 30a', 'Toon wetstechnische informatie', 'van: Artikel 30a', 'Vergelijk met een andere versie', 'van: Artikel 30a', 'Druk het regelingonderdeel af', 'Artikel 30a', 'Sla het regelingonderdeel op', 'Artikel 30a', 'Bestuurders van de in', 'artikel 29, eerste lid', ', bedoelde motorvoertuigen mogen onder nader aan te geven omstandigheden extra richtingaanwijzers voeren.', 'Bij ministeriële regeling kunnen voorschriften worden vastgesteld betreffende de in het eerste lid bedoelde richtingaanwijzers en de omstandigheden waarin deze worden gebruikt.']",,
36_Artikel30b,01-07-2021,"['Artikel 30b', 'Toon relaties in LiDO', 'voor: Artikel 30b', 'Maak een permanente link', 'van: Artikel 30b', 'Toon wetstechnische informatie', 'van: Artikel 30b', 'Vergelijk met een andere versie', 'van: Artikel 30b', 'Druk het regelingonderdeel af', 'Artikel 30b', 'Sla het regelingonderdeel op', 'Artikel 30b', 'De', 'artikelen 29 tot en met 30a', 'zijn niet van toepassing op Belgische en Duitse motorvoertuigen in gebruik bij politie en brandweer, in gebruik bij diensten voor spoedeisende hulpverlening alsmede motorvoertuigen van Belgische en Duitse hulpverleningsdiensten, aangewezen bij of krachtens', 'artikel 29, eerste lid', ', mits deze voertuigen elk de signalen voeren overeenkomstig de voor hen in hun eigen land geldende wettelijke regels.']",,
37_Artikel30c,01-07-2021,"['Artikel 30c', 'Toon relaties in LiDO', 'voor: Artikel 30c', 'Maak een permanente link', 'van: Artikel 30c', 'Toon wetstechnische informatie', 'van: Artikel 30c', 'Vergelijk met een andere versie', 'van: Artikel 30c', 'Druk het regelingonderdeel af', 'Artikel 30c', 'Sla het regelingonderdeel op', 'Artikel 30c', 'De motorvoertuigen die onderdeel uitmaken van een uitvaartstoet van motorvoertuigen voeren een herkenningsteken. Bij ministeriële regeling worden regels gesteld over het herkenningsteken en de wijze waarop dit wordt gevoerd.']",,
38_Artikel31,01-07-2021,"['Artikel 31', 'Toon relaties in LiDO', 'voor: Artikel 31', 'Maak een permanente link', 'van: Artikel 31', 'Toon wetstechnische informatie', 'van: Artikel 31', 'Vergelijk met een andere versie', 'van: Artikel 31', 'Druk het regelingonderdeel af', 'Artikel 31', 'Sla het regelingonderdeel op', 'Artikel 31', 'Signalen mogen niet worden gegeven en de in', 'artikel 30c', 'bedoelde herkenningstekens mogen niet worden gevoerd in andere gevallen of op andere wijze dan bij of krachtens de artikelen in deze paragraaf is bepaald.']",,
39_Artikel32,01-07-2021,"['Artikel 32', 'Toon relaties in LiDO', 'voor: Artikel 32', 'Maak een permanente link', 'van: Artikel 32', 'Toon wetstechnische informatie', 'van: Artikel 32', 'Vergelijk met een andere versie', 'van: Artikel 32', 'Druk het regelingonderdeel af', 'Artikel 32', 'Sla het regelingonderdeel op', 'Artikel 32', 'Bestuurders van een motorvoertuig, een bromfiets, een snorfiets, niet zijnde een bromfiets als bedoeld in', 'artikel 1, eerste lid, onderdeel e, subonderdeel d, van de wet', ', een gehandicaptenvoertuig dat is uitgerust met een verbrandingsmotor, of een gehandicaptenvoertuig dat is uitgerust met een elektromotor en voorzien van een gesloten carrosserie, voeren bij dag, indien het zicht ernstig wordt belemmerd, en bij nacht dimlicht. Bestuurders van een gehandicaptenvoertuig dat is uitgerust met een elektromotor en niet is voorzien van een gesloten carrosserie voeren alsdan de in', 'artikel 5.18.43, eerste lid, van de Regeling voertuigen', 'bedoelde lichten.', 'Het voeren van groot licht in plaats van dimlicht is toegestaan behoudens in de volgende gevallen:', 'a.', 'bij dag;', 'b.', 'bij het tegenkomen van een andere weggebruiker en', 'c.', 'bij het op korte afstand volgen van een ander voertuig.', 'Achterlicht en de verlichting van de achterkentekenplaat moeten steeds gelijktijdig met groot licht, dimlicht, stadslicht of mistlicht branden.']",,
40_Artikel33,01-07-2021,"['Artikel 33', 'Toon relaties in LiDO', 'voor: Artikel 33', 'Maak een permanente link', 'van: Artikel 33', 'Toon wetstechnische informatie', 'van: Artikel 33', 'Vergelijk met een andere versie', 'van: Artikel 33', 'Druk het regelingonderdeel af', 'Artikel 33', 'Sla het regelingonderdeel op', 'Artikel 33', 'Gekoppelde aanhangwagens moeten bij dag, indien het zicht ernstig wordt belemmerd, en bij nacht achterlicht, verlichting van de achterkentekenplaat en het in de', 'Regeling voertuigen', 'voorgeschreven stadslicht voeren.']",,
41_Artikel34,01-07-2021,"['Artikel 34', 'Toon relaties in LiDO', 'voor: Artikel 34', 'Maak een permanente link', 'van: Artikel 34', 'Toon wetstechnische informatie', 'van: Artikel 34', 'Vergelijk met een andere versie', 'van: Artikel 34', 'Druk het regelingonderdeel af', 'Artikel 34', 'Sla het regelingonderdeel op', 'Artikel 34', 'Bij mist, sneeuwval of regen, die het zicht ernstig belemmert, mogen bestuurders van een motorvoertuig en van een gehandicaptenvoertuig mistlicht aan de voorzijde voeren. In dat geval hoeven die bestuurders geen dimlicht te voeren.', 'Bij mist of sneeuwval, die het zicht beperkt tot een afstand van minder dan 50 meter mag mistachterlicht worden gevoerd.']",,
42_Artikel35,01-07-2021,"['Artikel 35', 'Toon relaties in LiDO', 'voor: Artikel 35', 'Maak een permanente link', 'van: Artikel 35', 'Toon wetstechnische informatie', 'van: Artikel 35', 'Vergelijk met een andere versie', 'van: Artikel 35', 'Druk het regelingonderdeel af', 'Artikel 35', 'Sla het regelingonderdeel op', 'Artikel 35', 'Fietsers voeren tijdens het rijden bij nacht of bij dag indien het zicht ernstig wordt belemmerd, verlichting overeenkomstig het tweede tot en met het vierde lid.', 'Een fiets op twee wielen en een fiets op drie wielen met één voorwiel moeten zijn voorzien van een wit of geel licht dat aan de voorzijde wordt gevoerd, tenzij de bestuurder een wit of geel licht voert op zijn borst.', 'Op een fiets op meer dan twee wielen met twee voorwielen moeten aan de voorzijde twee witte of twee gele symmetrisch links en rechts van het midden bevestigde lichten worden gevoerd.', 'Een fiets moet zijn voorzien van een rood achterlicht dat aan de achterzijde wordt gevoerd, tenzij de bestuurder of een achter de bestuurder gezeten passagier een rood licht voert op zijn rug.', 'Een fiets mag zijn voorzien van twee ambergeel licht stralende richtingaanwijzers aan de voorzijde en twee aan de achterzijde.', 'Er mogen niet meer lichten worden gevoerd op een fiets, door de bestuurder daarvan of door een achter de bestuurder gezeten passagier dan de in het tweede tot en met vijfde lid genoemde lichten.']",,
43_Artikel35a,01-07-2021,"['Artikel 35a', 'Toon relaties in LiDO', 'voor: Artikel 35a', 'Maak een permanente link', 'van: Artikel 35a', 'Toon wetstechnische informatie', 'van: Artikel 35a', 'Vergelijk met een andere versie', 'van: Artikel 35a', 'Druk het regelingonderdeel af', 'Artikel 35a', 'Sla het regelingonderdeel op', 'Artikel 35a', 'De in', 'artikel 35', 'bedoelde verlichting mag andere weggebruikers niet verblinden.', 'De in', 'artikel 35, eerste tot en met vierde lid', ', bedoelde verlichting mag niet knipperen.', 'De in', 'artikel 35, eerste tot en met vierde lid', ', bedoelde verlichting moet:', 'a.', 'aan de voorzijde voortdurend zichtbaar zijn voor tegemoetkomende weggebruikers;', 'b.', 'aan de achterzijde voortdurend zichtbaar zijn voor van achteren naderende weggebruikers.']",,
44_Artikel35b,01-07-2021,"['Artikel 35b', 'Toon relaties in LiDO', 'voor: Artikel 35b', 'Maak een permanente link', 'van: Artikel 35b', 'Toon wetstechnische informatie', 'van: Artikel 35b', 'Vergelijk met een andere versie', 'van: Artikel 35b', 'Druk het regelingonderdeel af', 'Artikel 35b', 'Sla het regelingonderdeel op', 'Artikel 35b', 'Bestuurders van een wagen voeren bij dag, indien het zicht ernstig wordt belemmerd, of bij nacht voor- en achterlicht.', 'Bestuurders van een gehandicaptenvoertuig, dat niet is uitgerust met een motor, voeren bij dag, indien het zicht ernstig wordt belemmerd, of bij nacht voor- en achterlicht indien zij gebruik maken van de rijbaan, het fietspad of het fiets-/bromfietspad.']",,
45_Artikel35c,01-07-2021,"['Artikel 35c', 'Toon relaties in LiDO', 'voor: Artikel 35c', 'Maak een permanente link', 'van: Artikel 35c', 'Toon wetstechnische informatie', 'van: Artikel 35c', 'Vergelijk met een andere versie', 'van: Artikel 35c', 'Druk het regelingonderdeel af', 'Artikel 35c', 'Sla het regelingonderdeel op', 'Artikel 35c', 'De', 'artikelen 35, eerste tot en met vierde lid en zesde lid', ', en', '35a', 'zijn van overeenkomstige toepassing op bestuurders van snorfietsen, zijnde bromfietsen als bedoeld in', 'artikel 1, eerste lid, onderdeel e, subonderdeel d, van de wet']",,
46_Artikel36,01-07-2021,"['Artikel 36', 'Toon relaties in LiDO', 'voor: Artikel 36', 'Maak een permanente link', 'van: Artikel 36', 'Toon wetstechnische informatie', 'van: Artikel 36', 'Vergelijk met een andere versie', 'van: Artikel 36', 'Druk het regelingonderdeel af', 'Artikel 36', 'Sla het regelingonderdeel op', 'Artikel 36', 'Ruiters en geleiders van rij- of trekdieren en vee moeten bij dag, indien het zicht ernstig wordt belemmerd, en bij nacht een lantaarn meevoeren die naar voren wit of geel licht en naar achteren rood licht moet stralen.']",,
47_Artikel37,01-07-2021,"['Artikel 37', 'Toon relaties in LiDO', 'voor: Artikel 37', 'Maak een permanente link', 'van: Artikel 37', 'Toon wetstechnische informatie', 'van: Artikel 37', 'Vergelijk met een andere versie', 'van: Artikel 37', 'Druk het regelingonderdeel af', 'Artikel 37', 'Sla het regelingonderdeel op', 'Artikel 37', 'Door voetgangers gevormde kolonnes en optochten moeten buiten de bebouwde kom bij dag, indien het zicht ernstig wordt belemmerd, en bij nacht aan de linker voorzijde een naar alle zijden wit of geel licht uitstralende lantaarn en aan de linker achterzijde een naar alle zijden rood licht uitstralende lantaarn meevoeren.']",,
48_Artikel38,01-07-2021,"['Artikel 38', 'Toon relaties in LiDO', 'voor: Artikel 38', 'Maak een permanente link', 'van: Artikel 38', 'Toon wetstechnische informatie', 'van: Artikel 38', 'Vergelijk met een andere versie', 'van: Artikel 38', 'Druk het regelingonderdeel af', 'Artikel 38', 'Sla het regelingonderdeel op', 'Artikel 38', 'Bestuurders van een motorvoertuig op meer dan twee wielen, die buiten de bebouwde kom stilstaan op de rijbaan en op langs autosnelwegen en autowegen gelegen parkeerstroken, parkeerhavens, vluchtstroken en vluchthavens moeten bij dag, indien het zicht ernstig wordt belemmerd, en bij nacht stadslicht en achterlicht voeren.']",,
49_Artikel39,01-07-2021,"['Artikel 39', 'Toon relaties in LiDO', 'voor: Artikel 39', 'Maak een permanente link', 'van: Artikel 39', 'Toon wetstechnische informatie', 'van: Artikel 39', 'Vergelijk met een andere versie', 'van: Artikel 39', 'Druk het regelingonderdeel af', 'Artikel 39', 'Sla het regelingonderdeel op', 'Artikel 39', 'Stilstaande aanhangwagens moeten buiten de bebouwde kom op de rijbaan en op langs autosnelwegen en autowegen gelegen parkeerstroken, parkeerhavens, vluchtstroken en vluchthavens bij dag, indien het zicht ernstig wordt belemmerd, en bij nacht achterlicht en het in de', 'Regeling voertuigen', 'voorgeschreven stadslicht voeren.']",,
50_Artikel40,01-07-2021,"['Artikel 40', 'Toon relaties in LiDO', 'voor: Artikel 40', 'Maak een permanente link', 'van: Artikel 40', 'Toon wetstechnische informatie', 'van: Artikel 40', 'Vergelijk met een andere versie', 'van: Artikel 40', 'Druk het regelingonderdeel af', 'Artikel 40', 'Sla het regelingonderdeel op', 'Artikel 40', 'Stilstaande wagens moeten buiten de bebouwde kom op de rijbaan bij dag, indien het zicht ernstig wordt belemmerd, en bij nacht voor- en achterlicht voeren.']",,
51_Artikel41,01-07-2021,"['Artikel 41', 'Toon relaties in LiDO', 'voor: Artikel 41', 'Maak een permanente link', 'van: Artikel 41', 'Toon wetstechnische informatie', 'van: Artikel 41', 'Vergelijk met een andere versie', 'van: Artikel 41', 'Druk het regelingonderdeel af', 'Artikel 41', 'Sla het regelingonderdeel op', 'Artikel 41', 'Onverminderd', 'artikel 32, eerste lid', ', mogen bestuurders van een motorvoertuig bij dag dagrijlicht voeren. Het dagrijlicht wordt niet tegelijk met enig ander licht aan de voorzijde van het voertuig gevoerd.', 'Bestuurders van een motorvoertuig mogen, indien deze verlichting krachtens de Regeling voertuigen voor dat motorvoertuig is toegestaan, tegelijk met dimlicht of mistlicht aan de voorzijde bochtlicht, hoeklicht, manoeuvreerlichten, markeringslichten of staaklichten voeren, waarbij voor het mogen voeren van manoeuvreerlichten een maximumsnelheid geldt van 10\xa0km per uur.']",,
